PlayerName,PlayerId,Pos,Team,PlayerOpponent,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints
Brock Lampe,2574375,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,165,0.00
Lan Larison,2574376,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,166,0.00
Dylan Laube,2572231,RB,LV,@HOU,,,,,,,,,,,,,32.70,,,,,,,,,,167,0.00
MarShawn Lloyd,2572042,RB,GB,@CHI,,,,,,,,,,,,,14.00,,,,,,,,,,168,0.00
Kayron Lynch-Adams,2573990,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,169,0.00
Phil Mafah,2574079,RB,DAL,LAC,,,,,,,,,,,,,9.50,,,,,,,,,,170,0.00
Marcus Major,2573942,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,171,0.00
Woody Marks,2574174,RB,HOU,LV,,,,,,,,,,,,,19.10,,,,,,,,,,172,0.00
Ahmani Marshall,2574055,RB,CLE,BUF,,,,,,,,,,,,,20.20,,,,,,,,,,173,0.00
Damien Martinez,2574568,RB,GB,@CHI,,,,,,,,,,,,,14.00,,,,,,,,,,174,0.00
Alexander Mattison,2562682,RB,MIA,CIN,,,,,,,,,,,,,32.20,,,,,,,,,,175,0.00
Jase McClellan,2571808,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,176,0.00
Sincere McCormick,2568984,RB,MIN,@NYG,,,,,,,,,,,,,15.40,,,,,,,,,,177,0.00
Kenny McIntosh,2570314,RB,SEA,LAR,,,,,,,,,,,,,42.30,,,,,,,,,,178,0.00
Dante Miller,2572336,RB,NYG,MIN,,,,,,,,,,,,,13.90,,,,,,,,,,179,0.00
Kendre Miller,2570149,RB,NO,NYJ,,,,,,,,,,,,,5.40,,,,,,,,,,180,0.00
Kendall Milton,2572741,RB,CIN,@MIA,,,,,,,,,,,,,43.30,,,,,,,,,,181,0.00
Jordan Mims,2570768,RB,TEN,KC,,,,,,,,,,,,,29.50,,,,,,,,,,182,0.00
Elijah Mitchell,2566538,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,183,0.00
Joe Mixon,2557976,RB,HOU,LV,,,,,,,,,,,,,19.10,,,,,,,,,,184,0.00
Zack Moss,2563617,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,185,0.00
Devin Neal,2574402,RB,NO,NYJ,,,,,,,,,,,,,5.40,,,,,,,,,,186,0.00
Lew Nichols III,2569771,RB,PIT,@DET,,,,,,,,,,,,,49.40,,,,,,,,,,187,0.00
Nate Noel,2574328,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,188,0.00
Sone Ntoh,2573945,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,189,0.00
Kene Nwangwu,2566313,RB,NYJ,@NO,,,,,,,,,,,,,15.30,,,,,,,,,,190,0.00
Robbie Ouzts,2574572,RB,SEA,LAR,,,,,,,,,,,,,42.30,,,,,,,,,,191,0.00
Jaret Patterson,2567160,RB,LAC,@DAL,,,,,,,,,,,,,20.60,,,,,,,,,,192,0.00
Dameon Pierce,2567685,RB,KC,@TEN,,,,,,,,,,,,,11.60,,,,,,,,,,193,0.00
ShunDerrick Powell,2574471,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,194,0.00
Adam Prentice,2566872,RB,DEN,JAX,,,,,,,,,,,,,24.50,,,,,,,,,,195,0.00
Deneric Prince,2570707,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,196,0.00
Craig Reynolds,2562834,RB,NE,@BAL,,,,,,,,,,,,,18.50,,,,,,,,,,197,0.00
Patrick Ricard,2558990,RB,BAL,NE,,,,,,,,,,,,,25.30,,,,,,,,,,198,0.00
Ronnie Rivers,2569185,RB,LAR,@SEA,,,,,,,,,,,,,22.60,,,,,,,,,,199,0.00
Kye Robichaux,2574119,RB,DET,PIT,,,,,,,,,,,,,19.40,,,,,,,,,,200,0.00
Keilan Robinson,2572156,RB,NYJ,@NO,,,,,,,,,,,,,15.30,,,,,,,,,,201,0.00
Dylan Sampson,2574062,RB,CLE,BUF,,,,,,,,,,,,,20.20,,,,,,,,,,202,0.00
Miles Sanders,2562722,RB,DAL,LAC,,,,,,,,,,,,,9.50,,,,,,,,,,203,0.00
Cody Schrader,2573545,RB,DEN,JAX,,,,,,,,,,,,,24.50,,,,,,,,,,204,0.00
Lucas Scott,2573951,RB,BAL,NE,,,,,,,,,,,,,25.30,,,,,,,,,,205,0.00
Trey Sermon,2566544,RB,PIT,@DET,,,,,,,,,,,,,49.40,,,,,,,,,,206,0.00
Aaron Shampklin,2568708,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,207,0.00
Cam Skattebo,2574427,RB,NYG,MIN,,,,,,,,,,,,,13.90,,,,,,,,,,208,0.00
Jabari Small,2573479,RB,DET,PIT,,,,,,,,,,,,,19.40,,,,,,,,,,209,0.00
Carson Steele,2572847,RB,KC,@TEN,,,,,,,,,,,,,11.60,,,,,,,,,,210,0.00
Tre Stewart,2574358,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,211,0.00
Pierre Strong,2567952,RB,GB,@CHI,,,,,,,,,,,,,14.00,,,,,,,,,,212,0.00
Toa Taua,2574645,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,213,0.00
J.J. Taylor,2564640,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,214,0.00
Patrick Taylor,2564040,RB,SF,@IND,,,,,,,,,,,,,31.60,,,,,,,,,,215,0.00
Lawrance Toafili,2574648,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,216,0.00
Bhayshul Tuten,2574235,RB,JAX,@DEN,,,,,,,,,,,,,15.60,,,,,,,,,,217,0.00
Anthony Tyus III,2574121,RB,CAR,TB,,,,,,,,,,,,,10.20,,,,,,,,,,218,0.00
Sione Vaki,2572021,RB,DET,PIT,,,,,,,,,,,,,19.40,,,,,,,,,,219,0.00
Xazavian Valladay,2571014,RB,FA,Bye,,,,,,,,,,,,,,,,,,,,,,,220,0.00
Ben VanSumeren,2570629,RB,PHI,@WAS,,,,,,,,,,,,,31.20,,,,,,,,,,221,0.00
Deuce Vaughn,2569699,RB,DEN,JAX,,,,,,,,,,,,,24.50,,,,,,,,,,222,0.00
